Region,Comuna,Anio,Mes,Categoria,Frecuencia,Tasa_por_100k,IDI
Arica y Parinacota,Arica,2024,1,Ley de Control de Armas,367,414.8,84.7
Arica y Parinacota,Arica,2024,1,Delitos en Contexto de Violencia Intrafamiliar,129,71.5,115.6
Arica y Parinacota,Arica,2024,1,Consumo de Alcohol y Drogas en la Vía Pública,282,197.3,163.9
Arica y Parinacota,Arica,2024,1,Hurtos,262,162.92,50.5
Arica y Parinacota,Arica,2024,1,Daños,74,39.55,129.9
Arica y Parinacota,Arica,2024,2,Amenazas y Riñas,353,678.21,132.8
Arica y Parinacota,Arica,2024,2,Homicidios y Femicidios,385,565.73,82.3
Arica y Parinacota,Arica,2024,2,Robos con Violencia e Intimidación,52,39.43,122.7
Arica y Parinacota,Arica,2024,2,Violaciones y Delitos Sexuales,368,413.69,197
Arica y Parinacota,Arica,2024,2,Ley de Control de Armas,435,364.55,62.4
Arica y Parinacota,Arica,2024,2,Delitos en Contexto de Violencia Intrafamiliar,203,328.48,121
Arica y Parinacota,Arica,2024,2,Consumo de Alcohol y Drogas en la Vía Pública,281,161.33,144.5
Arica y Parinacota,Arica,2024,2,Hurtos,297,302.77,200
Arica y Parinacota,Arica,2024,2,Daños,423,307.19,124.7
Arica y Parinacota,Arica,2024,3,Amenazas y Riñas,169,148.8,189.9
Arica y Parinacota,Arica,2024,3,Homicidios y Femicidios,317,261.38,68.6
Arica y Parinacota,Arica,2024,3,Robos con Violencia e Intimidación,104,65.9,55.8
Arica y Parinacota,Arica,2024,3,Violaciones y Delitos Sexuales,266,222.67,72.4
Arica y Parinacota,Arica,2024,3,Ley de Control de Armas,296,286.71,53.8
Arica y Parinacota,Arica,2024,3,Delitos en Contexto de Violencia Intrafamiliar,373,580.84,112.9
Arica y Parinacota,Arica,2024,3,Consumo de Alcohol y Drogas en la Vía Pública,495,358.76,96.1
Arica y Parinacota,Arica,2024,3,Hurtos,326,180.73,194.4
Arica y Parinacota,Arica,2024,3,Daños,459,378.63,120.4
Arica y Parinacota,Arica,2024,4,Amenazas y Riñas,181,111.93,186.6
Arica y Parinacota,Arica,2024,4,Homicidios y Femicidios,101,62.19,172.2
Arica y Parinacota,Arica,2024,4,Robos con Violencia e Intimidación,446,293.84,109.2
Arica y Parinacota,Arica,2024,4,Violaciones y Delitos Sexuales,198,320.19,87.5
Arica y Parinacota,Arica,2024,4,Ley de Control de Armas,174,163.2,66.7
Arica y Parinacota,Arica,2024,4,Delitos en Contexto de Violencia Intrafamiliar,459,411.98,116
Arica y Parinacota,Arica,2024,4,Consumo de Alcohol y Drogas en la Vía Pública,235,313.66,67.4
Arica y Parinacota,Arica,2024,4,Hurtos,61,31.31,167.1
Arica y Parinacota,Arica,2024,4,Daños,136,98.51,116.2
Arica y Parinacota,Arica,2024,5,Amenazas y Riñas,334,219.61,198.5
Arica y Parinacota,Arica,2024,5,Homicidios y Femicidios,240,172.37,107.3
Arica y Parinacota,Arica,2024,5,Robos con Violencia e Intimidación,143,115.73,127.6
Arica y Parinacota,Arica,2024,5,Violaciones y Delitos Sexuales,392,763.08,64.8
Arica y Parinacota,Arica,2024,5,Ley de Control de Armas,382,404.32,126.4
Arica y Parinacota,Arica,2024,5,Delitos en Contexto de Violencia Intrafamiliar,93,122.07,196.4
Arica y Parinacota,Arica,2024,5,Consumo de Alcohol y Drogas en la Vía Pública,358,631.73,153.5
Arica y Parinacota,Arica,2024,5,Hurtos,439,536.33,119.8
Arica y Parinacota,Arica,2024,5,Daños,447,342.47,61.1
Arica y Parinacota,Arica,2024,6,Amenazas y Riñas,169,176.53,56.1
Arica y Parinacota,Arica,2024,6,Homicidios y Femicidios,424,272.42,180.3
Arica y Parinacota,Arica,2024,6,Robos con Violencia e Intimidación,420,326.34,124.9
Arica y Parinacota,Arica,2024,6,Violaciones y Delitos Sexuales,112,175.19,54.4
Arica y Parinacota,Arica,2024,6,Ley de Control de Armas,56,49.25,88.1
Arica y Parinacota,Arica,2024,6,Delitos en Contexto de Violencia Intrafamiliar,107,128.78,142.2
Arica y Parinacota,Arica,2024,6,Consumo de Alcohol y Drogas en la Vía Pública,85,155.47,99.4
Arica y Parinacota,Arica,2024,6,Hurtos,178,256.68,172.4
Arica y Parinacota,Arica,2024,6,Daños,198,139.93,174.6
Arica y Parinacota,Arica,2024,7,Amenazas y Riñas,498,432.9,188.4
Arica y Parinacota,Arica,2024,7,Homicidios y Femicidios,96,56.47,125.4
Arica y Parinacota,Arica,2024,7,Robos con Violencia e Intimidación,405,410.67,148.6
Arica y Parinacota,Arica,2024,7,Violaciones y Delitos Sexuales,445,430.82,131.9
Arica y Parinacota,Arica,2024,7,Ley de Control de Armas,130,79.59,52.8
Arica y Parinacota,Arica,2024,7,Delitos en Contexto de Violencia Intrafamiliar,446,255.57,56.5
Arica y Parinacota,Arica,2024,7,Consumo de Alcohol y Drogas en la Vía Pública,243,239.31,193.8
Arica y Parinacota,Arica,2024,7,Hurtos,141,86.11,154.5
Arica y Parinacota,Arica,2024,7,Daños,483,415.73,188.7
Arica y Parinacota,Arica,2024,8,Amenazas y Riñas,175,103.06,70
Arica y Parinacota,Arica,2024,8,Homicidios y Femicidios,421,461.87,81
Arica y Parinacota,Arica,2024,8,Robos con Violencia e Intimidación,312,161.54,71.5
Arica y Parinacota,Arica,2024,8,Violaciones y Delitos Sexuales,377,655.54,100.1
Arica y Parinacota,Arica,2024,8,Ley de Control de Armas,412,206.95,161.3
Arica y Parinacota,Arica,2024,8,Delitos en Contexto de Violencia Intrafamiliar,110,113.19,169.9
Arica y Parinacota,Arica,2024,8,Consumo de Alcohol y Drogas en la Vía Pública,341,180.34,101.2
Arica y Parinacota,Arica,2024,8,Hurtos,258,164.42,69.7
Arica y Parinacota,Arica,2024,8,Daños,307,217.02,108.3
Arica y Parinacota,Arica,2024,9,Amenazas y Riñas,15,7.73,81.4
Arica y Parinacota,Arica,2024,9,Homicidios y Femicidios,200,348.77,92.2
Arica y Parinacota,Arica,2024,9,Robos con Violencia e Intimidación,126,96.94,178.7
Arica y Parinacota,Arica,2024,9,Violaciones y Delitos Sexuales,393,328.1,79.8
Arica y Parinacota,Arica,2024,9,Ley de Control de Armas,240,123.66,60
Arica y Parinacota,Arica,2024,9,Delitos en Contexto de Violencia Intrafamiliar,9,8.13,127.8
Arica y Parinacota,Arica,2024,9,Consumo de Alcohol y Drogas en la Vía Pública,201,166.23,63.1
Arica y Parinacota,Arica,2024,9,Hurtos,236,133.05,119.4
Arica y Parinacota,Arica,2024,9,Daños,237,205.31,154.7
Arica y Parinacota,Arica,2024,10,Amenazas y Riñas,490,363.08,199.5
Arica y Parinacota,Arica,2024,10,Homicidios y Femicidios,481,579.53,137.9
Arica y Parinacota,Arica,2024,10,Robos con Violencia e Intimidación,442,235.42,85.7
Arica y Parinacota,Arica,2024,10,Violaciones y Delitos Sexuales,474,876.93,130
Arica y Parinacota,Arica,2024,10,Ley de Control de Armas,273,177.61,139.1
Arica y Parinacota,Arica,2024,10,Delitos en Contexto de Violencia Intrafamiliar,285,290.55,92.7
Arica y Parinacota,Arica,2024,10,Consumo de Alcohol y Drogas en la Vía Pública,254,145.3,157.8
Arica y Parinacota,Arica,2024,10,Hurtos,456,629.96,54.9
Arica y Parinacota,Arica,2024,10,Daños,20,12.2,161.1
Arica y Parinacota,Arica,2024,11,Amenazas y Riñas,63,38.04,102.9
Arica y Parinacota,Arica,2024,11,Homicidios y Femicidios,464,466.73,130
Arica y Parinacota,Arica,2024,11,Robos con Violencia e Intimidación,401,759.87,192.4
Arica y Parinacota,Arica,2024,11,Violaciones y Delitos Sexuales,181,226.13,66
Arica y Parinacota,Arica,2024,11,Ley de Control de Armas,424,333.95,70.8
Arica y Parinacota,Arica,2024,11,Delitos en Contexto de Violencia Intrafamiliar,253,202.26,181.9
Arica y Parinacota,Arica,2024,11,Consumo de Alcohol y Drogas en la Vía Pública,77,39.93,142.7
Arica y Parinacota,Arica,2024,11,Hurtos,317,326.35,165.3
Arica y Parinacota,Arica,2024,11,Daños,398,235.65,186.9
Arica y Parinacota,Arica,2024,12,Amenazas y Riñas,29,53.65,178.5
Arica y Parinacota,Arica,2024,12,Homicidios y Femicidios,153,138.47,70.7
Arica y Parinacota,Arica,2024,12,Robos con Violencia e Intimidación,460,327.76,171.8
Arica y Parinacota,Arica,2024,12,Violaciones y Delitos Sexuales,336,170.84,108.8
Arica y Parinacota,Arica,2024,12,Ley de Control de Armas,276,309.35,188.4
Arica y Parinacota,Arica,2024,12,Delitos en Contexto de Violencia Intrafamiliar,208,166.98,156.6
Arica y Parinacota,Arica,2024,12,Consumo de Alcohol y Drogas en la Vía Pública,336,379.15,91.2
Arica y Parinacota,Arica,2024,12,Hurtos,236,271.2,79.6
Arica y Parinacota,Arica,2024,12,Daños,124,80.87,112.9
Arica y Parinacota,Arica,2025,1,Amenazas y Riñas,149,81.31,96
Arica y Parinacota,Arica,2025,1,Homicidios y Femicidios,246,142.31,149.9
Arica y Parinacota,Arica,2025,1,Robos con Violencia e Intimidación,334,190.39,59.5
Arica y Parinacota,Arica,2025,1,Violaciones y Delitos Sexuales,125,222.96,110.7
Arica y Parinacota,Arica,2025,1,Ley de Control de Armas,41,63.25,106.8
Arica y Parinacota,Arica,2025,1,Delitos en Contexto de Violencia Intrafamiliar,199,106.28,122.9
Arica y Parinacota,Arica,2025,1,Consumo de Alcohol y Drogas en la Vía Pública,157,88.33,129.7
Arica y Parinacota,Arica,2025,1,Hurtos,101,72.17,133.3
Arica y Parinacota,Arica,2025,1,Daños,127,67.86,65.1
Arica y Parinacota,Arica,2025,2,Amenazas y Riñas,101,50.86,176.5
Arica y Parinacota,Arica,2025,2,Homicidios y Femicidios,413,255.37,122.2
Arica y Parinacota,Arica,2025,2,Robos con Violencia e Intimidación,213,110.38,52.7
Arica y Parinacota,Arica,2025,2,Violaciones y Delitos Sexuales,102,102.61,67.7
Arica y Parinacota,Arica,2025,2,Ley de Control de Armas,58,52.53,106.9
Arica y Parinacota,Arica,2025,2,Delitos en Contexto de Violencia Intrafamiliar,241,219.12,122
Arica y Parinacota,Arica,2025,2,Consumo de Alcohol y Drogas en la Vía Pública,47,62.14,181.1
Arica y Parinacota,Arica,2025,2,Hurtos,278,255.18,88.3
Arica y Parinacota,Arica,2025,2,Daños,322,212.57,97.9
Arica y Parinacota,Arica,2025,3,Amenazas y Riñas,200,121.68,113.4
Arica y Parinacota,Arica,2025,3,Homicidios y Femicidios,91,93.11,114.6
Arica y Parinacota,Arica,2025,3,Robos con Violencia e Intimidación,90,91.03,68.9
Arica y Parinacota,Arica,2025,3,Violaciones y Delitos Sexuales,450,583.11,183.9
Arica y Parinacota,Arica,2025,3,Ley de Control de Armas,314,192.09,114.5
Arica y Parinacota,Arica,2025,3,Delitos en Contexto de Violencia Intrafamiliar,274,319.9,54.1
Arica y Parinacota,Arica,2025,3,Consumo de Alcohol y Drogas en la Vía Pública,26,22.82,77.3
Arica y Parinacota,Arica,2025,3,Hurtos,396,211.39,132
Arica y Parinacota,Arica,2025,3,Daños,142,77.3,121.5
Arica y Parinacota,Arica,2025,4,Amenazas y Riñas,150,275.68,127.4
Arica y Parinacota,Arica,2025,4,Homicidios y Femicidios,342,176.18,54.2
Arica y Parinacota,Arica,2025,4,Robos con Violencia e Intimidación,13,7.36,90.4
Arica y Parinacota,Arica,2025,4,Violaciones y Delitos Sexuales,44,22.52,161
Arica y Parinacota,Arica,2025,4,Ley de Control de Armas,137,264.77,199.6
Arica y Parinacota,Arica,2025,4,Delitos en Contexto de Violencia Intrafamiliar,280,416.26,122.9
Arica y Parinacota,Arica,2025,4,Consumo de Alcohol y Drogas en la Vía Pública,279,201.4,105.2
Arica y Parinacota,Arica,2025,4,Hurtos,138,91.4,117.9
Arica y Parinacota,Arica,2025,4,Daños,349,325.96,86.3
Arica y Parinacota,Arica,2025,5,Amenazas y Riñas,341,183.58,183.5
Arica y Parinacota,Arica,2025,5,Homicidios y Femicidios,355,244.15,74.1
Arica y Parinacota,Arica,2025,5,Robos con Violencia e Intimidación,324,198.32,180.3
Arica y Parinacota,Arica,2025,5,Violaciones y Delitos Sexuales,310,423.65,50.5
Arica y Parinacota,Arica,2025,5,Ley de Control de Armas,431,607.09,195
Arica y Parinacota,Arica,2025,5,Delitos en Contexto de Violencia Intrafamiliar,401,293.61,162.5
Arica y Parinacota,Arica,2025,5,Consumo de Alcohol y Drogas en la Vía Pública,238,156.75,62.5
Arica y Parinacota,Arica,2025,5,Hurtos,370,204.81,107.2
Arica y Parinacota,Arica,2025,5,Daños,47,43.92,190.3
Arica y Parinacota,Arica,2025,6,Amenazas y Riñas,151,87.6,176.6
Arica y Parinacota,Arica,2025,6,Homicidios y Femicidios,91,48.03,141.4
Arica y Parinacota,Arica,2025,6,Robos con Violencia e Intimidación,371,286.16,71.2
Arica y Parinacota,Arica,2025,6,Violaciones y Delitos Sexuales,471,253.85,132.5
Arica y Parinacota,Arica,2025,6,Ley de Control de Armas,147,259.61,177.3
Arica y Parinacota,Arica,2025,6,Delitos en Contexto de Violencia Intrafamiliar,377,191.27,71.7
Arica y Parinacota,Arica,2025,6,Consumo de Alcohol y Drogas en la Vía Pública,123,96.09,92.1
Arica y Parinacota,Arica,2025,6,Hurtos,126,199.14,104.4
Arica y Parinacota,Arica,2025,6,Daños,240,136.09,180
Arica y Parinacota,Arica,2025,7,Amenazas y Riñas,270,406.83,85
Arica y Parinacota,Arica,2025,7,Homicidios y Femicidios,308,159.54,115.2
Arica y Parinacota,Arica,2025,7,Robos con Violencia e Intimidación,475,351.97,53.7
Arica y Parinacota,Arica,2025,7,Violaciones y Delitos Sexuales,343,243.66,135.6
Arica y Parinacota,Arica,2025,7,Ley de Control de Armas,109,125.05,117.3
Arica y Parinacota,Arica,2025,7,Delitos en Contexto de Violencia Intrafamiliar,122,231.9,95.3
Arica y Parinacota,Arica,2025,7,Consumo de Alcohol y Drogas en la Vía Pública,195,262.4,195.2
Arica y Parinacota,Arica,2025,7,Hurtos,360,340.61,177.5
Arica y Parinacota,Arica,2025,7,Daños,156,109.29,187.5
Arica y Parinacota,Arica,2025,8,Amenazas y Riñas,305,381.45,164.9
Arica y Parinacota,Arica,2025,8,Homicidios y Femicidios,156,95.03,55.1
Arica y Parinacota,Arica,2025,8,Robos con Violencia e Intimidación,384,646.29,177.7
Arica y Parinacota,Arica,2025,8,Violaciones y Delitos Sexuales,247,347.19,87.6
Arica y Parinacota,Arica,2025,8,Ley de Control de Armas,267,204.33,96.8
Arica y Parinacota,Arica,2025,8,Delitos en Contexto de Violencia Intrafamiliar,368,638.69,175.1
Arica y Parinacota,Arica,2025,8,Consumo de Alcohol y Drogas en la Vía Pública,169,97.95,195.8
Arica y Parinacota,Arica,2025,8,Hurtos,215,316.44,82
Arica y Parinacota,Arica,2025,8,Daños,138,84.75,143
Arica y Parinacota,Arica,2025,9,Amenazas y Riñas,367,515.78,148.8
Arica y Parinacota,Arica,2025,9,Homicidios y Femicidios,353,293.58,197.5
Arica y Parinacota,Arica,2025,9,Robos con Violencia e Intimidación,186,108.38,82.7
Arica y Parinacota,Arica,2025,9,Violaciones y Delitos Sexuales,17,17.66,199.1
Arica y Parinacota,Arica,2025,9,Ley de Control de Armas,438,824.87,60.9
Arica y Parinacota,Arica,2025,9,Delitos en Contexto de Violencia Intrafamiliar,445,392.61,108.5
Arica y Parinacota,Arica,2025,9,Consumo de Alcohol y Drogas en la Vía Pública,459,543.89,51.7
Arica y Parinacota,Arica,2025,9,Hurtos,277,164.48,62.2
Arica y Parinacota,Arica,2025,9,Daños,400,258.21,149
Arica y Parinacota,Arica,2025,10,Amenazas y Riñas,494,328.54,154.9
Arica y Parinacota,Arica,2025,10,Homicidios y Femicidios,176,108.81,130.9
Arica y Parinacota,Arica,2025,10,Robos con Violencia e Intimidación,214,337.23,160
Arica y Parinacota,Arica,2025,10,Violaciones y Delitos Sexuales,334,197.27,80.7
Arica y Parinacota,Arica,2025,10,Ley de Control de Armas,264,278.97,71.7
Arica y Parinacota,Arica,2025,10,Delitos en Contexto de Violencia Intrafamiliar,274,173.5,104.4
Arica y Parinacota,Arica,2025,10,Consumo de Alcohol y Drogas en la Vía Pública,472,361.95,107.9
Arica y Parinacota,Arica,2025,10,Hurtos,206,168.16,108.5
Arica y Parinacota,Arica,2025,10,Daños,102,55.41,155.7
Arica y Parinacota,Arica,2025,11,Amenazas y Riñas,441,255.67,104.2
Arica y Parinacota,Arica,2025,11,Homicidios y Femicidios,457,366.22,69.4
Arica y Parinacota,Arica,2025,11,Robos con Violencia e Intimidación,14,27.4,183.3
Arica y Parinacota,Arica,2025,11,Violaciones y Delitos Sexuales,434,594.83,151.4
Arica y Parinacota,Arica,2025,11,Ley de Control de Armas,441,268.03,102.4
Arica y Parinacota,Arica,2025,11,Delitos en Contexto de Violencia Intrafamiliar,190,97.3,91.5
Arica y Parinacota,Arica,2025,11,Consumo de Alcohol y Drogas en la Vía Pública,122,95.38,58.8
Arica y Parinacota,Arica,2025,11,Hurtos,274,231.15,68.9
Arica y Parinacota,Arica,2025,11,Daños,429,259.95,71.6
Arica y Parinacota,Arica,2025,12,Amenazas y Riñas,196,110.57,113.7
Arica y Parinacota,Arica,2025,12,Homicidios y Femicidios,274,222.55,171.4
Arica y Parinacota,Arica,2025,12,Robos con Violencia e Intimidación,441,461.44,153.9
Arica y Parinacota,Arica,2025,12,Violaciones y Delitos Sexuales,178,89.59,120.2
Arica y Parinacota,Arica,2025,12,Ley de Control de Armas,260,215.62,199.9
Arica y Parinacota,Arica,2025,12,Delitos en Contexto de Violencia Intrafamiliar,71,50.9,161.6
Arica y Parinacota,Arica,2025,12,Consumo de Alcohol y Drogas en la Vía Pública,154,88.05,83.4
Arica y Parinacota,Arica,2025,12,Hurtos,306,154.33,115.4
Arica y Parinacota,Arica,2025,12,Daños,6,7.18,101.9
Arica y Parinacota,Putre,2021,1,Amenazas y Riñas,5,4.89,173.7
Arica y Parinacota,Putre,2021,1,Homicidios y Femicidios,258,136.53,193.5
Arica y Parinacota,Putre,2021,1,Robos con Violencia e Intimidación,104,108.9,142.9
Arica y Parinacota,Putre,2021,1,Violaciones y Delitos Sexuales,79,50.5,159.7
Arica y Parinacota,Putre,2021,1,Ley de Control de Armas,42,24.51,149.1
Arica y Parinacota,Putre,2021,1,Delitos en Contexto de Violencia Intrafamiliar,401,536.73,65.5
Arica y Parinacota,Putre,2021,1,Consumo de Alcohol y Drogas en la Vía Pública,373,191.26,148
Arica y Parinacota,Putre,2021,1,Hurtos,262,146.13,158.7
Arica y Parinacota,Putre,2021,1,Daños,448,231.85,140.9
Arica y Parinacota,Putre,2021,2,Amenazas y Riñas,70,42.77,144.1
Arica y Parinacota,Putre,2021,2,Homicidios y Femicidios,231,120.89,170.5
Arica y Parinacota,Putre,2021,2,Robos con Violencia e Intimidación,416,337.99,113.7
Arica y Parinacota,Putre,2021,2,Violaciones y Delitos Sexuales,150,76.98,181.1
Arica y Parinacota,Putre,2021,2,Ley de Control de Armas,424,367.29,96.3
Arica y Parinacota,Putre,2021,2,Delitos en Contexto de Violencia Intrafamiliar,64,48.47,140.6
Arica y Parinacota,Putre,2021,2,Consumo de Alcohol y Drogas en la Vía Pública,10,7.98,186.9
Arica y Parinacota,Putre,2021,2,Hurtos,89,68.35,97.1
Arica y Parinacota,Putre,2021,2,Daños,343,568.42,136.6
Arica y Parinacota,Putre,2021,3,Amenazas y Riñas,336,193.84,169.2
Arica y Parinacota,Putre,2021,3,Homicidios y Femicidios,66,33.03,73.5
Arica y Parinacota,Putre,2021,3,Robos con Violencia e Intimidación,37,20.88,77.1
Arica y Parinacota,Putre,2021,3,Violaciones y Delitos Sexuales,305,170,113.2
Arica y Parinacota,Putre,2021,3,Ley de Control de Armas,13,7.56,144.6
Arica y Parinacota,Putre,2021,3,Delitos en Contexto de Violencia Intrafamiliar,382,226.19,142.7
Arica y Parinacota,Putre,2021,3,Consumo de Alcohol y Drogas en la Vía Pública,329,607.85,85.6
Arica y Parinacota,Putre,2021,3,Hurtos,5,5.52,121.5
Arica y Parinacota,Putre,2021,3,Daños,10,6.09,110.7
Arica y Parinacota,Putre,2021,4,Amenazas y Riñas,347,255.58,186.9
Arica y Parinacota,Putre,2021,4,Homicidios y Femicidios,490,280.43,78.7
Arica y Parinacota,Putre,2021,4,Robos con Violencia e Intimidación,79,54.63,163.7
Arica y Parinacota,Putre,2021,4,Violaciones y Delitos Sexuales,87,92.28,164.7
Arica y Parinacota,Putre,2021,4,Ley de Control de Armas,391,417.77,58.4
Arica y Parinacota,Putre,2021,4,Delitos en Contexto de Violencia Intrafamiliar,178,239.8,107.6
Arica y Parinacota,Putre,2021,4,Consumo de Alcohol y Drogas en la Vía Pública,442,417.44,168.9
Arica y Parinacota,Putre,2021,4,Hurtos,20,14.08,61.2
Arica y Parinacota,Putre,2021,4,Daños,469,803.87,194.8
Arica y Parinacota,Putre,2021,5,Amenazas y Riñas,36,18.74,73.3
Arica y Parinacota,Putre,2021,5,Homicidios y Femicidios,136,96.78,174.2
Arica y Parinacota,Putre,2021,5,Robos con Violencia e Intimidación,477,313.04,186.2
Arica y Parinacota,Putre,2021,5,Violaciones y Delitos Sexuales,261,293.53,127
Arica y Parinacota,Putre,2021,5,Ley de Control de Armas,466,561.51,54.2
Arica y Parinacota,Putre,2021,5,Delitos en Contexto de Violencia Intrafamiliar,435,675.58,166.4
Arica y Parinacota,Putre,2021,5,Consumo de Alcohol y Drogas en la Vía Pública,461,246.58,81.5
Arica y Parinacota,Putre,2021,5,Hurtos,108,95.35,55.1
Arica y Parinacota,Putre,2021,5,Daños,358,187.76,95.5
Arica y Parinacota,Putre,2021,6,Amenazas y Riñas,179,104.46,126.5
Arica y Parinacota,Putre,2021,6,Homicidios y Femicidios,8,4.57,173.9
Arica y Parinacota,Putre,2021,6,Robos con Violencia e Intimidación,35,19.14,189
Arica y Parinacota,Putre,2021,6,Violaciones y Delitos Sexuales,134,114.14,76.4
Arica y Parinacota,Putre,2021,6,Ley de Control de Armas,55,98.29,177.8
Arica y Parinacota,Putre,2021,6,Delitos en Contexto de Violencia Intrafamiliar,240,127.82,53.8
Arica y Parinacota,Putre,2021,6,Consumo de Alcohol y Drogas en la Vía Pública,12,6.02,93.9
Arica y Parinacota,Putre,2021,6,Hurtos,261,359.25,107
Arica y Parinacota,Putre,2021,6,Daños,420,272.43,195.5
Arica y Parinacota,Putre,2021,7,Amenazas y Riñas,431,613.72,101.6
Arica y Parinacota,Putre,2021,7,Homicidios y Femicidios,397,297.37,70.9
Arica y Parinacota,Putre,2021,7,Robos con Violencia e Intimidación,68,59.87,167.6
Arica y Parinacota,Putre,2021,7,Violaciones y Delitos Sexuales,396,488.5,134.9
Arica y Parinacota,Putre,2021,7,Ley de Control de Armas,74,64.2,93.1
